"object_id";"colonne";"valeur"
"76";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13621-INFO-EMP-LINKEDIN-FR-1598812999.html"
"76";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13621-INFO-EMP-LINKEDIN-FR-1598812999.html"
"76";"date_ingestion";"2025-10-17 15:14:35"
"77";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13622-INFO-EMP-LINKEDIN-FR-1580548729.html"
"77";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13622-INFO-EMP-LINKEDIN-FR-1580548729.html"
"77";"date_ingestion";"2025-10-17 15:14:35"
"78";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13623-INFO-EMP-LINKEDIN-FR-1624707100.html"
"78";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13623-INFO-EMP-LINKEDIN-FR-1624707100.html"
"78";"date_ingestion";"2025-10-17 15:14:35"
"79";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13624-INFO-EMP-LINKEDIN-FR-1644712187.html"
"79";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13624-INFO-EMP-LINKEDIN-FR-1644712187.html"
"79";"date_ingestion";"2025-10-17 15:14:35"
"80";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13625-INFO-EMP-LINKEDIN-FR-1626444838.html"
"80";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13625-INFO-EMP-LINKEDIN-FR-1626444838.html"
"80";"date_ingestion";"2025-10-17 15:14:35"
"81";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13626-INFO-EMP-LINKEDIN-FR-1611186233.html"
"81";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13626-INFO-EMP-LINKEDIN-FR-1611186233.html"
"81";"date_ingestion";"2025-10-17 15:14:35"
"82";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13627-INFO-EMP-LINKEDIN-FR-1325714075.html"
"82";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13627-INFO-EMP-LINKEDIN-FR-1325714075.html"
"82";"date_ingestion";"2025-10-17 15:14:35"
"83";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13628-INFO-EMP-LINKEDIN-FR-1599908905.html"
"83";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13628-INFO-EMP-LINKEDIN-FR-1599908905.html"
"83";"date_ingestion";"2025-10-17 15:14:35"
"84";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13629-INFO-EMP-LINKEDIN-FR-1586991262.html"
"84";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13629-INFO-EMP-LINKEDIN-FR-1586991262.html"
"84";"date_ingestion";"2025-10-17 15:14:35"
"85";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13630-INFO-EMP-LINKEDIN-FR-1609025951.html"
"85";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13630-INFO-EMP-LINKEDIN-FR-1609025951.html"
"85";"date_ingestion";"2025-10-17 15:14:35"
"86";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13631-INFO-EMP-LINKEDIN-FR-1538177251.html"
"86";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13631-INFO-EMP-LINKEDIN-FR-1538177251.html"
"86";"date_ingestion";"2025-10-17 15:14:35"
"87";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13632-INFO-EMP-LINKEDIN-FR-1535829222.html"
"87";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13632-INFO-EMP-LINKEDIN-FR-1535829222.html"
"87";"date_ingestion";"2025-10-17 15:14:35"
"88";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13633-INFO-EMP-LINKEDIN-FR-1595461423.html"
"88";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13633-INFO-EMP-LINKEDIN-FR-1595461423.html"
"88";"date_ingestion";"2025-10-17 15:14:35"
"89";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13634-INFO-EMP-LINKEDIN-FR-1607857216.html"
"89";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13634-INFO-EMP-LINKEDIN-FR-1607857216.html"
"89";"date_ingestion";"2025-10-17 15:14:35"
"90";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13635-INFO-EMP-LINKEDIN-FR-1566376616.html"
"90";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13635-INFO-EMP-LINKEDIN-FR-1566376616.html"
"90";"date_ingestion";"2025-10-17 15:14:35"
"91";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13636-INFO-EMP-LINKEDIN-FR-1546359534.html"
"91";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13636-INFO-EMP-LINKEDIN-FR-1546359534.html"
"91";"date_ingestion";"2025-10-17 15:14:35"
"92";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13637-INFO-EMP-LINKEDIN-FR-1626518610.html"
"92";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13637-INFO-EMP-LINKEDIN-FR-1626518610.html"
"92";"date_ingestion";"2025-10-17 15:14:35"
"93";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13638-INFO-EMP-LINKEDIN-FR-1509131671.html"
"93";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13638-INFO-EMP-LINKEDIN-FR-1509131671.html"
"93";"date_ingestion";"2025-10-17 15:14:35"
"94";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13639-INFO-EMP-LINKEDIN-FR-1575149544.html"
"94";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13639-INFO-EMP-LINKEDIN-FR-1575149544.html"
"94";"date_ingestion";"2025-10-17 15:14:35"
"95";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13640-INFO-EMP-LINKEDIN-FR-1640330076.html"
"95";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13640-INFO-EMP-LINKEDIN-FR-1640330076.html"
"95";"date_ingestion";"2025-10-17 15:14:35"
"96";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13641-INFO-EMP-LINKEDIN-FR-1609505290.html"
"96";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13641-INFO-EMP-LINKEDIN-FR-1609505290.html"
"96";"date_ingestion";"2025-10-17 15:14:35"
"97";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13642-INFO-EMP-LINKEDIN-FR-1589534520.html"
"97";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13642-INFO-EMP-LINKEDIN-FR-1589534520.html"
"97";"date_ingestion";"2025-10-17 15:14:35"
"98";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13643-INFO-EMP-LINKEDIN-FR-1572466931.html"
"98";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13643-INFO-EMP-LINKEDIN-FR-1572466931.html"
"98";"date_ingestion";"2025-10-17 15:14:35"
"99";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13644-INFO-EMP-LINKEDIN-FR-1589529874.html"
"99";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13644-INFO-EMP-LINKEDIN-FR-1589529874.html"
"99";"date_ingestion";"2025-10-17 15:14:35"
"100";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13645-INFO-EMP-LINKEDIN-FR-1613335492.html"
"100";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13645-INFO-EMP-LINKEDIN-FR-1613335492.html"
"100";"date_ingestion";"2025-10-17 15:14:35"
"101";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13646-INFO-EMP-LINKEDIN-FR-1599903216.html"
"101";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13646-INFO-EMP-LINKEDIN-FR-1599903216.html"
"101";"date_ingestion";"2025-10-17 15:14:35"
"102";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13647-INFO-EMP-LINKEDIN-FR-1607874932.html"
"102";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13647-INFO-EMP-LINKEDIN-FR-1607874932.html"
"102";"date_ingestion";"2025-10-17 15:14:35"
"103";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13648-INFO-EMP-LINKEDIN-FR-1644396429.html"
"103";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13648-INFO-EMP-LINKEDIN-FR-1644396429.html"
"103";"date_ingestion";"2025-10-17 15:14:35"
"104";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13649-INFO-EMP-LINKEDIN-FR-1602629908.html"
"104";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13649-INFO-EMP-LINKEDIN-FR-1602629908.html"
"104";"date_ingestion";"2025-10-17 15:14:35"
"105";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13650-INFO-EMP-LINKEDIN-FR-1586966832.html"
"105";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13650-INFO-EMP-LINKEDIN-FR-1586966832.html"
"105";"date_ingestion";"2025-10-17 15:14:35"
"106";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13651-INFO-EMP-LINKEDIN-FR-1602795809.html"
"106";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13651-INFO-EMP-LINKEDIN-FR-1602795809.html"
"106";"date_ingestion";"2025-10-17 15:14:35"
"107";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13652-INFO-EMP-LINKEDIN-FR-1602923328.html"
"107";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13652-INFO-EMP-LINKEDIN-FR-1602923328.html"
"107";"date_ingestion";"2025-10-17 15:14:35"
"108";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13653-INFO-EMP-LINKEDIN-FR-1599900563.html"
"108";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13653-INFO-EMP-LINKEDIN-FR-1599900563.html"
"108";"date_ingestion";"2025-10-17 15:14:35"
"109";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13654-INFO-EMP-LINKEDIN-FR-1599900656.html"
"109";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13654-INFO-EMP-LINKEDIN-FR-1599900656.html"
"109";"date_ingestion";"2025-10-17 15:14:35"
"110";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13655-INFO-EMP-LINKEDIN-FR-1583070005.html"
"110";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13655-INFO-EMP-LINKEDIN-FR-1583070005.html"
"110";"date_ingestion";"2025-10-17 15:14:35"
"111";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13656-INFO-EMP-LINKEDIN-FR-1582174574.html"
"111";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13656-INFO-EMP-LINKEDIN-FR-1582174574.html"
"111";"date_ingestion";"2025-10-17 15:14:35"
"112";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13657-INFO-EMP-LINKEDIN-FR-1599221020.html"
"112";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13657-INFO-EMP-LINKEDIN-FR-1599221020.html"
"112";"date_ingestion";"2025-10-17 15:14:35"
"113";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13658-INFO-EMP-LINKEDIN-FR-1582187354.html"
"113";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13658-INFO-EMP-LINKEDIN-FR-1582187354.html"
"113";"date_ingestion";"2025-10-17 15:14:35"
"114";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13659-INFO-EMP-LINKEDIN-FR-1622604073.html"
"114";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13659-INFO-EMP-LINKEDIN-FR-1622604073.html"
"114";"date_ingestion";"2025-10-17 15:14:35"
"115";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13660-INFO-EMP-LINKEDIN-FR-1589527645.html"
"115";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13660-INFO-EMP-LINKEDIN-FR-1589527645.html"
"115";"date_ingestion";"2025-10-17 15:14:35"
"116";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13661-INFO-EMP-LINKEDIN-FR-1616553459.html"
"116";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13661-INFO-EMP-LINKEDIN-FR-1616553459.html"
"116";"date_ingestion";"2025-10-17 15:14:35"
"117";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13662-INFO-EMP-LINKEDIN-FR-1645674770.html"
"117";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13662-INFO-EMP-LINKEDIN-FR-1645674770.html"
"117";"date_ingestion";"2025-10-17 15:14:35"
"118";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13663-INFO-EMP-LINKEDIN-FR-1608545171.html"
"118";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13663-INFO-EMP-LINKEDIN-FR-1608545171.html"
"118";"date_ingestion";"2025-10-17 15:14:35"
"119";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13664-INFO-EMP-LINKEDIN-FR-1608842426.html"
"119";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13664-INFO-EMP-LINKEDIN-FR-1608842426.html"
"119";"date_ingestion";"2025-10-17 15:14:35"
"120";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13665-INFO-EMP-LINKEDIN-FR-1611024126.html"
"120";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13665-INFO-EMP-LINKEDIN-FR-1611024126.html"
"120";"date_ingestion";"2025-10-17 15:14:35"
"121";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13666-INFO-EMP-LINKEDIN-FR-1617992097.html"
"121";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13666-INFO-EMP-LINKEDIN-FR-1617992097.html"
"121";"date_ingestion";"2025-10-17 15:14:35"
"122";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13667-INFO-EMP-LINKEDIN-FR-1564431807.html"
"122";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13667-INFO-EMP-LINKEDIN-FR-1564431807.html"
"122";"date_ingestion";"2025-10-17 15:14:35"
"123";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13668-INFO-EMP-LINKEDIN-FR-1550369256.html"
"123";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13668-INFO-EMP-LINKEDIN-FR-1550369256.html"
"123";"date_ingestion";"2025-10-17 15:14:35"
"124";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13669-INFO-EMP-LINKEDIN-FR-1465801732.html"
"124";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13669-INFO-EMP-LINKEDIN-FR-1465801732.html"
"124";"date_ingestion";"2025-10-17 15:14:35"
"125";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13670-INFO-EMP-LINKEDIN-FR-1586967443.html"
"125";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13670-INFO-EMP-LINKEDIN-FR-1586967443.html"
"125";"date_ingestion";"2025-10-17 15:14:35"
"126";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13671-INFO-EMP-LINKEDIN-FR-1599275657.html"
"126";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13671-INFO-EMP-LINKEDIN-FR-1599275657.html"
"126";"date_ingestion";"2025-10-17 15:14:35"
"127";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13672-INFO-EMP-LINKEDIN-FR-1638767811.html"
"127";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13672-INFO-EMP-LINKEDIN-FR-1638767811.html"
"127";"date_ingestion";"2025-10-17 15:14:35"
"128";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13673-INFO-EMP-LINKEDIN-FR-1646315355.html"
"128";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13673-INFO-EMP-LINKEDIN-FR-1646315355.html"
"128";"date_ingestion";"2025-10-17 15:14:35"
"129";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13674-INFO-EMP-LINKEDIN-FR-1638331547.html"
"129";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13674-INFO-EMP-LINKEDIN-FR-1638331547.html"
"129";"date_ingestion";"2025-10-17 15:14:35"
"130";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13675-INFO-EMP-LINKEDIN-FR-1616503045.html"
"130";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13675-INFO-EMP-LINKEDIN-FR-1616503045.html"
"130";"date_ingestion";"2025-10-17 15:14:35"
"131";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13676-INFO-EMP-LINKEDIN-FR-1604826770.html"
"131";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13676-INFO-EMP-LINKEDIN-FR-1604826770.html"
"131";"date_ingestion";"2025-10-17 15:14:35"
"132";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13677-INFO-EMP-LINKEDIN-FR-1631668386.html"
"132";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13677-INFO-EMP-LINKEDIN-FR-1631668386.html"
"132";"date_ingestion";"2025-10-17 15:14:35"
"133";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13678-INFO-EMP-LINKEDIN-FR-1550925972.html"
"133";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13678-INFO-EMP-LINKEDIN-FR-1550925972.html"
"133";"date_ingestion";"2025-10-17 15:14:35"
"134";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13679-INFO-EMP-LINKEDIN-FR-1611009058.html"
"134";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13679-INFO-EMP-LINKEDIN-FR-1611009058.html"
"134";"date_ingestion";"2025-10-17 15:14:35"
"135";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13680-INFO-EMP-LINKEDIN-FR-1595462315.html"
"135";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13680-INFO-EMP-LINKEDIN-FR-1595462315.html"
"135";"date_ingestion";"2025-10-17 15:14:35"
"136";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13681-INFO-EMP-LINKEDIN-FR-1637893990.html"
"136";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13681-INFO-EMP-LINKEDIN-FR-1637893990.html"
"136";"date_ingestion";"2025-10-17 15:14:35"
"137";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13682-INFO-EMP-LINKEDIN-FR-1569854100.html"
"137";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13682-INFO-EMP-LINKEDIN-FR-1569854100.html"
"137";"date_ingestion";"2025-10-17 15:14:35"
"138";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13683-INFO-EMP-LINKEDIN-FR-1640409256.html"
"138";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13683-INFO-EMP-LINKEDIN-FR-1640409256.html"
"138";"date_ingestion";"2025-10-17 15:14:35"
"139";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13684-INFO-EMP-LINKEDIN-FR-1616553459.html"
"139";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13684-INFO-EMP-LINKEDIN-FR-1616553459.html"
"139";"date_ingestion";"2025-10-17 15:14:35"
"140";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13685-INFO-EMP-LINKEDIN-FR-1638878911.html"
"140";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13685-INFO-EMP-LINKEDIN-FR-1638878911.html"
"140";"date_ingestion";"2025-10-17 15:14:35"
"141";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13686-INFO-EMP-LINKEDIN-FR-1639152129.html"
"141";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13686-INFO-EMP-LINKEDIN-FR-1639152129.html"
"141";"date_ingestion";"2025-10-17 15:14:35"
"142";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13687-INFO-EMP-LINKEDIN-FR-1642799834.html"
"142";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13687-INFO-EMP-LINKEDIN-FR-1642799834.html"
"142";"date_ingestion";"2025-10-17 15:14:35"
"143";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13688-INFO-EMP-LINKEDIN-FR-1605305598.html"
"143";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13688-INFO-EMP-LINKEDIN-FR-1605305598.html"
"143";"date_ingestion";"2025-10-17 15:14:35"
"144";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13689-INFO-EMP-LINKEDIN-FR-1609097045.html"
"144";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13689-INFO-EMP-LINKEDIN-FR-1609097045.html"
"144";"date_ingestion";"2025-10-17 15:14:35"
"145";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13690-INFO-EMP-LINKEDIN-FR-1551287155.html"
"145";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13690-INFO-EMP-LINKEDIN-FR-1551287155.html"
"145";"date_ingestion";"2025-10-17 15:14:35"
"146";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13691-INFO-EMP-LINKEDIN-FR-1640196760.html"
"146";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13691-INFO-EMP-LINKEDIN-FR-1640196760.html"
"146";"date_ingestion";"2025-10-17 15:14:35"
"147";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13692-INFO-EMP-LINKEDIN-FR-1538113645.html"
"147";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13692-INFO-EMP-LINKEDIN-FR-1538113645.html"
"147";"date_ingestion";"2025-10-17 15:14:35"
"148";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13693-INFO-EMP-LINKEDIN-FR-1573124115.html"
"148";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13693-INFO-EMP-LINKEDIN-FR-1573124115.html"
"148";"date_ingestion";"2025-10-17 15:14:35"
"149";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13694-INFO-EMP-LINKEDIN-FR-1607883489.html"
"149";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13694-INFO-EMP-LINKEDIN-FR-1607883489.html"
"149";"date_ingestion";"2025-10-17 15:14:35"
"150";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13695-INFO-EMP-LINKEDIN-FR-1584291041.html"
"150";"fichier_cible";"C:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13695-INFO-EMP-LINKEDIN-FR-1584291041.html"
"150";"date_ingestion";"2025-10-17 15:14:35"
"151";"fichier_source";"C:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13696-INFO-EMP-LINKEDIN-FR-1569406855.html"
